1 SECOND,Axis 0,Axis 1,Axis 2
0.0,151.0,1011.0,16.0
0.033,151.0,1009.0,12.0
0.066,152.0,1012.0,16.0
0.099,151.0,1015.0,17.0
0.132,153.0,1017.0,18.0
0.165,152.0,1019.0,18.0
0.198,155.0,1020.0,17.0
0.231,154.0,1025.0,19.0
0.264,155.0,1024.0,18.0
0.297,155.0,1017.0,15.0
0.33,159.0,1014.0,14.0
0.3630000000000001,156.0,1010.0,9.0
0.3960000000000001,157.0,1012.0,8.0
0.4290000000000001,156.0,1016.0,12.0
0.4620000000000002,158.0,1013.0,10.0
0.4950000000000002,159.0,1014.0,11.0
0.5280000000000002,160.0,1018.0,13.0
0.5610000000000003,161.0,1010.0,8.0
0.5940000000000003,159.0,1014.0,8.0
0.6270000000000003,156.0,1008.0,10.0
0.6600000000000004,154.0,1009.0,13.0
0.6930000000000004,152.0,1009.0,14.0
0.7260000000000004,154.0,1024.0,14.0
0.7590000000000005,155.0,1021.0,17.0
0.7920000000000005,156.0,1018.0,17.0
0.8250000000000005,155.0,1019.0,17.0
0.8580000000000005,154.0,1021.0,17.0
0.8910000000000006,154.0,1024.0,10.0
0.9240000000000006,154.0,1021.0,10.0
0.9570000000000006,152.0,1019.0,15.0
0.9900000000000008,152.0,1023.0,18.0
1.0230000000000006,156.0,1022.0,23.0
1.0560000000000005,154.0,1018.0,21.0
1.0890000000000004,153.0,1013.0,20.0
1.1220000000000003,156.0,1007.0,16.0
1.1880000000000002,155.0,1008.0,16.0
1.221,155.0,1006.0,12.0
1.254,155.0,1004.0,11.0
1.287,153.0,1009.0,14.0
1.3199999999999998,154.0,1009.0,15.0
1.3529999999999998,152.0,1003.0,17.0
1.3859999999999997,151.0,997.0,14.0
1.4189999999999996,152.0,1003.0,13.0
1.4519999999999995,152.0,999.0,7.0
1.4849999999999994,151.0,997.0,9.0
1.5179999999999991,149.0,997.0,10.0
1.5509999999999993,147.0,1000.0,11.0
1.5839999999999992,150.0,1003.0,16.0
1.616999999999999,150.0,1010.0,15.0
1.649999999999999,150.0,1016.0,13.0
1.682999999999999,150.0,1011.0,13.0
1.7159999999999989,150.0,1009.0,10.0
1.7489999999999988,151.0,1009.0,12.0
1.7819999999999987,155.0,1006.0,12.0
1.8149999999999984,154.0,1009.0,12.0
1.8479999999999983,152.0,1010.0,13.0
1.9139999999999984,150.0,1010.0,11.0
1.9469999999999985,150.0,1010.0,10.0
1.9799999999999984,152.0,1010.0,10.0
2.012999999999998,150.0,1012.0,13.0
2.045999999999998,150.0,1006.0,14.0
2.078999999999998,151.0,1011.0,14.0
2.111999999999998,151.0,1002.0,12.0
2.144999999999998,150.0,995.0,11.0
2.1779999999999977,148.0,1002.0,14.0
2.2109999999999976,149.0,999.0,13.0
2.2439999999999976,150.0,1001.0,16.0
2.276999999999997,149.0,1011.0,32.0
2.3099999999999974,137.0,997.0,17.0
2.3429999999999973,126.0,1004.0,64.0
2.375999999999997,131.0,962.0,137.0
2.408999999999997,115.0,1121.0,360.0
2.441999999999997,148.0,1421.0,389.0
2.474999999999997,45.0,1538.0,159.0
2.540999999999997,-72.0,1343.0,43.0
2.5739999999999967,-89.0,1171.0,-45.0
2.639999999999997,-12.0,1116.0,-36.0
2.6729999999999965,-20.0,1132.0,5.0
2.7059999999999964,-44.0,1135.0,34.0
2.7389999999999963,-31.0,1109.0,46.0
2.771999999999996,4.0,1092.0,50.0
2.804999999999996,33.0,1071.0,54.0
2.837999999999996,47.0,1057.0,58.0
2.870999999999996,59.0,1035.0,60.0
2.903999999999996,61.0,1035.0,74.0
2.936999999999996,64.0,1034.0,87.0
2.969999999999996,56.0,1045.0,69.0
3.002999999999996,90.0,1042.0,75.0
3.035999999999996,122.0,1018.0,68.0
3.0689999999999955,198.0,919.0,6.0
3.1019999999999954,231.0,736.0,85.0
3.134999999999996,37.0,684.0,13.0
3.1679999999999957,-144.0,840.0,-231.0
3.200999999999995,36.0,1157.0,-79.0
3.233999999999995,245.0,1183.0,220.0
3.266999999999995,297.0,1170.0,201.0
3.299999999999995,310.0,1108.0,132.0
3.332999999999995,297.0,1002.0,94.0
3.3659999999999948,279.0,935.0,69.0
3.3989999999999947,266.0,892.0,44.0
3.4319999999999946,247.0,868.0,32.0
3.4649999999999945,230.0,858.0,25.0
3.4979999999999944,221.0,857.0,28.0
3.5309999999999944,216.0,869.0,12.0
3.5639999999999943,204.0,869.0,12.0
3.596999999999994,197.0,871.0,7.0
3.629999999999994,195.0,874.0,15.0
3.662999999999994,189.0,883.0,18.0
3.695999999999994,189.0,894.0,11.0
3.728999999999994,187.0,907.0,7.0
3.761999999999994,184.0,915.0,7.0
3.7949999999999937,188.0,932.0,0.0
3.8279999999999936,218.0,973.0,6.0
3.8609999999999935,381.0,1237.0,77.0
3.8939999999999935,250.0,1565.0,248.0
3.9269999999999934,-56.0,1452.0,260.0
3.959999999999993,-316.0,986.0,-34.0
3.992999999999993,-67.0,729.0,-135.0
4.025999999999994,60.0,672.0,-129.0
4.058999999999994,73.0,824.0,-75.0
4.091999999999994,43.0,986.0,-25.0
4.124999999999995,40.0,1087.0,-20.0
4.157999999999995,58.0,1133.0,7.0
4.190999999999995,76.0,1130.0,36.0
4.223999999999996,78.0,1123.0,33.0
4.256999999999996,70.0,1122.0,36.0
4.2899999999999965,77.0,1111.0,46.0
4.322999999999997,76.0,1114.0,50.0
4.355999999999997,85.0,1107.0,49.0
4.421999999999998,93.0,1098.0,57.0
4.454999999999998,94.0,1088.0,61.0
4.487999999999999,100.0,1066.0,62.0
4.520999999999999,106.0,1034.0,54.0
4.553999999999999,129.0,923.0,34.0
4.587,188.0,724.0,44.0
4.62,106.0,532.0,-5.0
4.6530000000000005,-132.0,665.0,-118.0
4.686000000000001,117.0,1097.0,-44.0
4.719000000000001,330.0,1265.0,87.0
4.752000000000002,391.0,1208.0,85.0
4.785000000000002,358.0,1098.0,47.0
4.818000000000002,319.0,998.0,13.0
4.851000000000003,287.0,936.0,5.0
4.884000000000003,263.0,909.0,-2.0
4.917000000000003,253.0,881.0,-2.0
4.950000000000004,228.0,870.0,-14.0
4.983000000000004,212.0,858.0,-11.0
5.0160000000000045,194.0,863.0,-23.0
5.049000000000005,185.0,871.0,-21.0
5.082000000000005,181.0,869.0,-18.0
5.1150000000000055,181.0,876.0,-17.0
5.148000000000006,182.0,882.0,-13.0
5.181000000000006,188.0,904.0,-13.0
5.214000000000007,206.0,951.0,-3.0
5.247000000000007,319.0,1079.0,-2.0
5.280000000000007,458.0,1438.0,152.0
5.313000000000008,64.0,1563.0,213.0
5.346000000000008,-359.0,1225.0,66.0
5.379000000000008,-204.0,802.0,-140.0
5.412000000000009,6.0,617.0,-21.0
5.445000000000009,105.0,656.0,-58.0
5.4780000000000095,99.0,807.0,-54.0
5.51100000000001,60.0,959.0,-17.0
5.54400000000001,48.0,1045.0,-18.0
5.577000000000011,44.0,1087.0,15.0
5.610000000000011,62.0,1106.0,39.0
5.643000000000011,62.0,1124.0,38.0
5.676000000000012,70.0,1124.0,42.0
