1 SECOND,Axis 0,Axis 1,Axis 2
0.0,144.0,1146.0,-60.0
0.033,158.0,1129.0,-59.0
0.066,172.0,1146.0,-35.0
0.099,181.0,1148.0,-31.0
0.132,181.0,1167.0,-56.0
0.165,174.0,1155.0,-41.0
0.198,175.0,1152.0,-36.0
0.231,172.0,1141.0,-30.0
0.264,173.0,1122.0,-26.0
0.297,165.0,1131.0,-35.0
0.33,159.0,1130.0,-39.0
0.3630000000000001,168.0,1130.0,-31.0
0.3960000000000001,164.0,1131.0,-30.0
0.4290000000000001,163.0,1134.0,-35.0
0.4620000000000002,159.0,1134.0,-31.0
0.4950000000000002,161.0,1130.0,-36.0
0.5280000000000002,164.0,1132.0,-30.0
0.5610000000000003,164.0,1127.0,-30.0
0.5940000000000003,161.0,1130.0,-33.0
0.6270000000000003,155.0,1137.0,-35.0
0.6600000000000004,160.0,1140.0,-29.0
0.6930000000000004,166.0,1170.0,-16.0
0.7260000000000004,191.0,1267.0,-55.0
0.7590000000000005,246.0,1748.0,-116.0
0.7920000000000005,-53.0,2050.0,-442.0
0.8250000000000005,-445.0,1889.0,-435.0
0.8580000000000005,-621.0,1457.0,-286.0
0.8910000000000006,-482.0,763.0,-99.0
0.9240000000000006,12.0,435.0,82.0
0.9570000000000006,239.0,559.0,134.0
0.9900000000000008,221.0,758.0,90.0
1.0230000000000006,139.0,889.0,23.0
1.0560000000000005,78.0,967.0,-53.0
1.0890000000000004,87.0,1037.0,-67.0
1.1220000000000003,71.0,1069.0,-95.0
1.1550000000000002,76.0,1092.0,-95.0
1.1880000000000002,140.0,1050.0,-33.0
1.221,403.0,1010.0,430.0
1.254,194.0,1067.0,882.0
1.287,-343.0,1018.0,780.0
1.3199999999999998,-393.0,919.0,-80.0
1.3529999999999998,0.0,1200.0,-651.0
1.3859999999999997,241.0,1364.0,-634.0
1.4189999999999996,293.0,1356.0,-428.0
1.4519999999999995,297.0,1282.0,-228.0
1.4849999999999994,302.0,1217.0,-96.0
1.5179999999999991,292.0,1144.0,-38.0
1.5509999999999993,293.0,1135.0,8.0
1.5839999999999992,284.0,1126.0,-4.0
1.616999999999999,323.0,1125.0,-82.0
1.649999999999999,466.0,1435.0,-623.0
1.682999999999999,112.0,1702.0,-800.0
1.7159999999999989,-407.0,1426.0,-164.0
1.7489999999999988,-342.0,978.0,447.0
1.7819999999999987,38.0,826.0,655.0
1.8149999999999984,256.0,885.0,628.0
1.8809999999999985,122.0,998.0,377.0
1.9139999999999984,49.0,1072.0,188.0
1.9469999999999985,45.0,1155.0,101.0
1.9799999999999984,60.0,1135.0,39.0
2.012999999999998,69.0,1133.0,7.0
2.045999999999998,91.0,1146.0,-4.0
2.111999999999998,255.0,1104.0,352.0
2.144999999999998,110.0,1039.0,689.0
2.1779999999999977,-202.0,1004.0,538.0
2.2109999999999976,-193.0,1002.0,-145.0
2.2439999999999976,82.0,1139.0,-575.0
2.276999999999997,269.0,1305.0,-606.0
2.3099999999999974,335.0,1358.0,-493.0
2.3429999999999973,340.0,1283.0,-332.0
2.375999999999997,308.0,1229.0,-181.0
2.408999999999997,290.0,1174.0,-68.0
2.441999999999997,286.0,1152.0,-36.0
2.474999999999997,274.0,1172.0,5.0
2.540999999999997,296.0,1159.0,-76.0
2.5739999999999967,405.0,1244.0,-456.0
2.6069999999999967,255.0,1536.0,-782.0
2.639999999999997,-197.0,1376.0,-303.0
2.6729999999999965,-174.0,994.0,421.0
2.7059999999999964,152.0,883.0,707.0
2.7389999999999963,278.0,869.0,632.0
2.771999999999996,207.0,937.0,432.0
2.804999999999996,170.0,1020.0,255.0
2.837999999999996,105.0,1062.0,118.0
2.870999999999996,84.0,1116.0,39.0
2.903999999999996,64.0,1139.0,-25.0
2.936999999999996,77.0,1142.0,-47.0
2.969999999999996,119.0,1097.0,-4.0
3.002999999999996,256.0,1051.0,289.0
3.035999999999996,141.0,1146.0,636.0
3.0689999999999955,-123.0,1085.0,693.0
3.1019999999999954,-55.0,1069.0,-127.0
3.134999999999996,171.0,1204.0,-558.0
3.1679999999999957,321.0,1279.0,-589.0
3.200999999999995,352.0,1244.0,-467.0
3.233999999999995,312.0,1243.0,-282.0
3.266999999999995,280.0,1190.0,-133.0
3.299999999999995,256.0,1166.0,-14.0
3.332999999999995,240.0,1137.0,12.0
3.3659999999999948,281.0,1091.0,-46.0
3.3989999999999947,451.0,1242.0,-337.0
3.4319999999999946,466.0,1507.0,-771.0
3.4649999999999945,-87.0,1377.0,-433.0
3.4979999999999944,-204.0,1095.0,226.0
3.5309999999999944,9.0,921.0,682.0
3.5639999999999943,211.0,945.0,669.0
3.596999999999994,142.0,989.0,446.0
3.629999999999994,96.0,1103.0,240.0
3.662999999999994,50.0,1126.0,82.0
3.695999999999994,49.0,1149.0,-16.0
3.728999999999994,43.0,1171.0,-50.0
3.761999999999994,89.0,1155.0,37.0
3.7949999999999937,140.0,1121.0,479.0
3.8279999999999936,-11.0,1031.0,785.0
3.8609999999999935,-121.0,970.0,354.0
3.8939999999999935,88.0,1103.0,-275.0
3.9269999999999934,256.0,1264.0,-480.0
3.959999999999993,315.0,1279.0,-438.0
3.992999999999993,288.0,1244.0,-275.0
4.025999999999994,270.0,1202.0,-149.0
4.058999999999994,247.0,1186.0,-110.0
4.091999999999994,240.0,1154.0,-43.0
4.124999999999995,231.0,1124.0,-14.0
4.157999999999995,226.0,1119.0,29.0
4.190999999999995,245.0,1121.0,-7.0
4.223999999999996,384.0,1222.0,-285.0
4.256999999999996,445.0,1536.0,-701.0
4.2899999999999965,20.0,1660.0,-740.0
4.322999999999997,-359.0,1377.0,-224.0
4.355999999999997,-284.0,933.0,386.0
4.388999999999998,102.0,782.0,669.0
4.421999999999998,276.0,847.0,593.0
4.454999999999998,172.0,986.0,395.0
4.487999999999999,106.0,1063.0,215.0
4.520999999999999,60.0,1104.0,90.0
4.553999999999999,55.0,1119.0,12.0
4.587,101.0,1144.0,0.0
4.62,118.0,1120.0,95.0
4.6530000000000005,217.0,984.0,490.0
4.686000000000001,7.0,973.0,797.0
4.719000000000001,-108.0,987.0,349.0
4.785000000000002,77.0,1149.0,-25.0
4.818000000000002,169.0,1203.0,-64.0
4.851000000000003,194.0,1194.0,-13.0
4.884000000000003,205.0,1157.0,54.0
4.917000000000003,219.0,1135.0,86.0
4.950000000000004,217.0,1128.0,89.0
4.983000000000004,218.0,1117.0,89.0
